zip_code,public_transportation_pct,public_transportation_population
14715,0.0,0
14735,0.0,0
14741,0.5,5
14754,0.0,0
14783,0.0,0
14808,0.0,0
14801,0.0,0
14824,0.0,0
14839,2.3,6
14840,0.5,6
14843,0.6,29
14847,1.9,20
14867,0.3,10
14871,0.5,8
14882,0.9,20
14901,6.5,312
14905,1.3,52
14878,0.0,0
14755,0.2,3
14787,0.0,0
14041,0.0,0
14539,2.1,2
14302,-666666666.0,0
14588,0.0,0
14479,0.0,0
14511,0.0,0
14707,0.0,0
14109,0.0,0
14529,0.0,0
14854,0.0,0
14542,0.0,0
14627,4.8,42
14893,-666666666.0,0
14774,3.3,1
14173,0.0,0
14051,0.8,79
14592,0.0,0
14722,0.0,0
14752,0.0,0
14135,0.0,0
14061,0.0,0
14788,1.8,1
14549,0.0,0
14130,0.0,0
14537,0.0,0
14126,0.0,0
14853,0.0,0
14720,0.8,3
14856,0.0,0
14168,0.0,0
14742,0.0,0
14486,0.0,0
14169,0.0,0
14261,16.2,266
14035,0.0,0
14756,0.0,0
14732,0.0,0
14778,0.0,0
14827,0.0,0
14112,-666666666.0,0
14889,0.5,4
14898,1.7,12
14476,0.5,5
14427,0.0,0
14432,0.5,15
14433,0.1,1
14482,0.0,2
14510,1.3,29
14516,0.0,0
14526,0.3,34
14534,0.3,40
14541,0.2,2
14544,0.0,0
14546,0.0,0
14612,1.1,183
14614,0.0,0
14004,0.0,0
14025,0.0,0
14036,0.0,0
14043,0.5,64
14422,0.5,6
14619,9.1,520
14622,2.7,171
14701,0.7,116
14724,1.8,20
14775,0.0,0
14782,0.4,4
14803,0.0,0
14810,1.8,84
14814,2.0,18
14818,0.2,2
14820,0.0,0
14841,0.0,0
14842,0.0,0
14870,0.5,22
14886,4.0,143
14057,0.1,4
14068,0.7,21
14069,0.0,0
14101,0.0,0
14102,0.0,0
14001,1.0,49
14063,0.3,20
14065,0.0,0
14129,0.0,0
14067,1.7,44
14080,0.0,1
14086,0.7,127
14138,0.1,1
14141,0.0,0
14202,9.4,152
14209,8.5,290
14215,16.6,2583
14425,1.1,69
14219,0.8,47
14224,0.9,185
14226,1.7,253
14445,0.1,4
14464,0.0,0
14470,0.6,24
14502,0.1,3
14513,1.5,90
14517,1.0,11
14521,0.7,7
14522,1.0,45
14545,0.0,0
14559,0.0,2
14560,0.4,4
14572,0.2,4
14616,1.0,141
14032,0.8,33
14134,0.0,0
14585,0.0,0
14586,0.3,15
14609,5.7,1135
14708,0.0,0
14717,0.0,0
14726,0.0,0
14736,0.0,0
14739,1.7,16
14753,0.0,0
14767,0.5,4
14770,0.0,0
14008,0.0,0
14805,1.4,8
14812,0.0,0
14813,1.1,11
14861,0.0,0
14885,0.0,0
14013,1.6,14
14024,0.0,0
14075,1.1,243
14081,0.0,0
14091,0.0,0
14127,0.5,71
14836,0.7,3
14850,9.6,2882
14865,1.6,19
14872,0.0,0
14873,0.0,0
14881,0.0,0
14569,0.1,4
14606,5.5,702
14617,1.2,134
14618,1.6,182
14706,0.0,0
14709,0.0,0
14710,0.3,5
14711,0.0,0
14729,0.0,0
14011,0.6,18
14020,0.5,53
14030,0.4,3
14206,6.3,546
14210,5.6,367
14222,7.7,645
14301,5.2,231
14304,0.9,129
14454,0.7,31
14466,0.5,4
14469,0.0,1
14472,0.0,0
14504,0.4,4
14507,0.0,0
14514,0.0,0
14532,0.6,13
14533,0.0,0
14555,0.0,0
14769,0.5,2
14731,0.0,0
14740,0.0,0
14743,0.0,0
14760,1.0,81
14779,0.2,4
14804,0.5,3
14806,1.8,16
14807,0.0,0
14819,0.0,0
14105,0.0,0
14203,3.9,29
14204,10.2,304
14221,0.7,193
14225,1.6,268
14132,0.1,4
14201,12.4,630
14092,0.1,3
14098,0.0,0
14108,0.0,0
14062,0.0,0
14136,0.0,0
14143,0.8,5
14048,0.4,23
14131,0.5,13
14094,0.3,82
14103,1.3,62
14047,0.4,13
14034,0.2,2
14042,0.0,0
14052,0.7,57
14055,0.0,0
14059,0.0,0
14837,0.6,14
14838,0.0,0
14855,3.5,12
14858,0.0,0
14860,0.4,2
14864,0.0,0
14869,0.6,4
14874,0.0,0
14877,0.0,0
14884,0.0,0
14468,0.0,2
14207,11.9,1004
14211,16.7,1274
14418,0.0,0
14435,0.0,0
14489,1.7,49
14525,0.6,8
14530,0.7,18
14550,1.0,8
14605,17.7,716
14613,15.0,738
14625,0.7,37
14712,0.0,0
14714,3.0,6
14733,0.0,0
14738,0.0,0
14744,0.0,0
14772,0.0,0
14784,0.0,0
14809,0.6,6
14822,3.9,17
14040,0.2,2
14066,1.1,6
14213,16.1,1493
14167,0.6,5
14171,0.9,9
14208,18.3,649
14212,14.5,542
14214,11.1,991
14223,1.9,222
14227,0.5,62
14303,3.1,67
14305,3.2,222
14416,0.0,0
14428,0.0,0
14462,0.0,0
14467,1.5,78
14475,5.5,6
14477,0.0,0
14505,0.0,1
14519,0.3,19
14551,2.0,46
14561,0.0,0
14589,0.0,0
14591,0.3,2
14608,15.4,641
14621,10.9,1241
14623,7.1,878
14624,0.2,45
14626,0.7,104
14721,0.0,0
14723,0.0,0
14859,0.0,0
14830,0.1,11
14139,0.5,6
14174,0.0,0
14113,1.6,5
14826,0.0,0
14823,0.1,1
14170,0.0,0
14218,4.9,393
14414,0.0,0
14415,0.0,0
14456,0.9,83
14471,0.0,0
14527,0.0,0
14481,0.0,0
14485,0.4,9
14512,0.0,0
14564,0.4,31
14590,0.0,0
14033,0.0,0
14009,0.0,0
14012,0.0,0
14028,0.0,0
14037,0.0,0
14060,0.0,0
14072,0.2,18
14120,0.4,93
14125,0.8,15
14150,1.6,318
14172,0.0,0
14217,2.8,341
14781,0.0,0
14815,0.0,0
14879,0.3,3
14716,0.0,0
14005,0.5,5
14031,0.5,23
14039,0.0,0
14054,0.0,0
14058,0.0,0
14070,0.0,0
14082,0.0,0
14085,1.0,38
14026,0.0,0
14111,0.9,14
14216,6.1,758
14728,0.0,0
14006,0.3,13
14777,5.8,14
14846,0.0,0
14895,0.5,21
14615,4.8,350
14220,4.6,549
14228,3.4,348
14411,0.1,3
14420,4.5,438
14423,0.4,9
14424,1.1,148
14437,1.2,50
14441,0.0,0
14478,2.7,18
14611,14.0,774
14145,0.6,5
14450,0.8,163
14580,0.5,142
14604,6.4,54
14610,3.0,233
14718,0.2,2
14719,0.2,3
14737,0.2,4
14748,2.0,5
14757,0.4,5
15006,4.7,18
15012,0.7,49
15019,0.0,0
15024,2.5,108
15044,1.2,155
15046,1.8,26
15050,0.0,0
15081,0.8,2
15219,21.0,1139
15145,6.3,221
15146,5.8,833
15212,12.5,1699
15220,11.8,1093
15228,11.7,1060
15331,0.4,1
15345,0.0,0
15351,0.0,0
15353,0.0,0
15376,0.0,0
15005,1.5,75
15018,0.0,0
15223,3.5,131
15225,1.6,10
15233,18.5,267
15315,0.0,0
15322,0.0,0
15324,0.0,0
15133,3.3,102
15332,2.9,114
15337,0.8,2
15341,0.0,0
15349,0.0,0
15358,0.0,0
15359,0.0,0
15368,0.0,0
15425,0.2,17
15363,0.0,0
15364,0.0,0
15433,0.0,0
15436,0.5,5
15442,0.0,0
15443,-666666666.0,0
15446,0.0,0
15470,0.3,1
15475,5.0,27
15484,0.0,0
15539,0.0,0
15551,0.0,0
15563,0.5,7
15624,0.0,0
15647,13.0,21
15671,0.0,0
15676,0.0,0
15678,0.0,0
15687,0.9,6
15710,0.8,1
15713,0.0,0
15730,0.0,0
15733,0.0,0
15765,0.8,6
15329,0.7,5
15330,3.4,91
15340,0.0,0
15357,0.0,0
15377,0.0,0
15379,0.0,0
15401,0.5,64
15410,1.6,7
15412,0.0,0
15413,0.0,0
15417,0.8,29
15420,0.0,0
15037,2.4,123
15042,1.9,82
15059,1.1,15
15074,1.7,68
15078,0.0,0
15083,0.0,0
15089,0.0,0
15136,9.2,992
15202,10.5,1186
15204,11.6,416
15206,23.5,3483
15211,17.7,1158
15316,0.0,0
15317,2.1,402
15207,9.5,497
15209,4.8,307
15213,15.0,1698
15618,1.1,10
15458,1.3,12
15411,0.0,0
15447,0.0,0
15459,0.0,0
15461,0.0,0
15464,0.0,0
15532,0.0,0
15535,1.5,14
15544,0.0,0
15545,0.6,6
15560,0.0,0
15562,0.0,0
15613,0.9,61
15639,3.1,33
15625,0.0,0
15628,0.0,0
15635,0.0,0
15010,2.6,350
15017,3.9,339
15020,0.0,0
15025,6.0,457
15033,5.1,94
15071,3.9,219
15531,0.3,6
15135,1.6,40
15067,3.6,33
15076,0.0,0
15126,0.0,0
15215,4.7,288
15216,16.0,2069
15217,17.6,2601
15001,1.9,286
15004,0.0,0
15015,2.2,12
15028,0.0,0
15031,0.0,0
15038,0.0,0
15043,0.6,5
15045,3.9,79
15057,1.1,85
15063,2.1,112
15064,0.0,0
15444,16.2,16
15462,0.0,0
15468,0.0,0
15501,0.1,4
15437,0.0,0
15538,0.0,0
15483,0.0,0
15486,0.0,0
15537,0.7,26
15540,0.0,0
15546,0.0,0
15631,0.0,0
15450,0.0,0
15455,0.0,0
15771,0.0,0
15801,0.2,17
15825,0.8,31
15828,0.0,0
15834,0.4,8
15856,0.0,0
15861,0.0,0
15866,0.0,0
15905,0.6,58
15924,0.0,0
15927,0.0,0
15930,0.0,0
15938,0.0,0
15949,0.0,0
15673,0.0,0
15929,0.0,0
15857,1.0,65
15863,0.0,0
15864,0.0,0
15931,0.6,21
15086,0.0,0
15090,2.1,241
15104,23.3,771
15110,23.5,426
15122,3.9,361
15147,6.5,512
15148,4.4,45
15234,13.0,966
15236,7.2,1039
15552,0.1,2
15612,0.0,0
15626,4.2,112
15547,0.0,0
15627,0.0,0
15629,0.6,2
15003,6.0,333
15027,1.5,17
15030,6.7,37
15061,1.3,77
15721,0.0,0
15724,0.2,2
15689,0.0,0
15698,0.0,0
15747,0.5,4
15748,0.3,10
15756,0.0,0
15352,0.0,0
15239,3.2,340
15310,0.0,0
15338,0.0,0
15848,1.0,4
15853,1.0,32
15764,0.0,0
15779,0.0,0
15781,0.0,0
15851,0.5,15
15868,1.4,8
15901,3.7,23
15904,0.9,57
15909,1.2,29
15934,0.0,0
15946,0.3,9
15948,0.0,0
15952,0.0,0
15963,0.2,10
15311,0.0,0
15314,0.0,0
15232,26.7,1914
15241,8.3,789
15102,9.5,1443
15106,7.8,790
15062,1.8,58
15065,0.3,14
15129,5.3,305
15140,10.9,153
15203,11.3,766
15681,0.6,14
15722,1.1,11
15641,1.0,2
15665,0.0,0
15728,0.0,0
15731,0.0,0
15734,0.0,0
15741,0.0,0
15744,5.0,5
15752,0.0,0
15824,0.4,9
15846,0.0,0
15937,0.0,0
15940,0.4,4
15957,0.0,0
15906,4.7,185
15663,0.0,0
15323,0.1,3
15342,0.9,20
15666,0.2,17
15634,0.0,0
15656,1.0,44
15670,0.0,0
15935,0.0,0
15961,0.0,0
15923,0.0,0
15926,0.4,4
15773,0.0,0
15655,0.0,0
15762,0.0,0
15760,0.0,0
15767,0.6,38
15479,0.0,0
15658,0.1,5
15662,0.0,0
15672,0.5,8
15677,0.0,0
15683,0.2,9
15686,0.0,0
15347,0.0,0
15378,0.0,0
15489,0.0,0
15456,0.0,0
15474,0.0,0
15480,0.0,0
15492,0.0,0
15536,0.0,0
15541,0.0,0
15321,0.0,0
15218,20.5,1516
15235,7.2,1245
15320,0.0,0
15325,0.0,0
15334,0.0,0
15348,0.0,0
15360,0.0,0
15367,5.4,232
15370,0.0,0
15419,0.2,4
15423,0.0,0
15430,0.0,0
15424,0.3,2
15427,0.0,0
15429,0.0,0
15469,0.0,0
15478,0.0,0
15521,0.0,0
15554,0.5,5
15601,0.9,238
15642,2.0,451
15650,0.2,21
15660,0.0,0
15675,0.0,0
15679,0.0,0
15684,0.0,0
15701,1.7,248
15716,0.0,0
15717,0.1,5
15729,0.0,0
15736,0.0,0
15380,0.0,0
15448,0.0,0
15451,0.0,0
15454,0.0,0
15473,0.2,3
15477,0.0,0
15482,0.0,0
15490,0.0,0
15533,1.5,11
15542,0.0,0
15557,0.2,3
15558,0.0,0
15559,0.0,0
15615,11.6,5
15632,2.7,124
15637,0.9,8
15640,2.8,7
15644,0.8,79
15690,0.9,33
15697,0.0,0
15711,0.0,0
15715,0.0,0
15742,0.9,3
15745,0.0,0
15759,0.0,0
15778,0.0,0
15840,0.2,2
15845,0.2,3
15928,0.0,0
15942,1.3,11
15954,0.0,0
15693,0.0,0
15695,0.0,0
15739,0.0,0
15754,0.0,0
15761,0.0,0
15772,0.0,0
15776,0.0,0
15783,0.0,0
15821,0.0,0
15827,0.0,0
15829,0.0,0
15849,0.0,0
15925,0.0,0
15943,0.0,0
15346,0.0,0
15362,0.0,0
15428,0.0,0
15445,0.0,0
15460,0.0,0
15472,0.0,0
15476,0.0,0
15522,0.1,6
15530,0.4,10
15534,0.0,0
15550,0.8,6
15610,0.5,9
15611,0.0,0
15617,0.0,0
15622,0.0,0
15623,0.0,0
15633,0.0,0
15646,0.0,0
15661,0.0,0
15841,0.0,0
15847,0.0,0
15823,0.0,0
15832,0.0,0
15860,0.0,0
15865,0.0,0
15082,0.0,0
15088,10.6,22
15087,0.0,0
15060,0.0,0
15131,2.8,112
15132,10.0,845
15137,8.2,373
15208,23.3,1011
15688,0.0,0
15692,4.6,31
15714,0.0,0
15723,-666666666.0,0
15053,0.0,0
15120,10.6,933
15238,2.9,162
15770,0.0,0
15775,0.0,0
15777,0.0,0
15902,4.4,208
15920,0.0,0
15936,0.0,0
15958,0.0,0
15205,11.8,1455
15210,20.8,2402
15214,14.8,969
15221,19.4,2860
15224,21.2,1229
15226,10.3,682
15237,3.0,646
15243,7.5,429
15301,0.8,181
15312,1.4,26
15327,0.0,0
15344,0.0,0
15201,13.3,1059
15636,3.6,76
15696,0.0,0
15222,10.1,300
15313,0.0,0
15035,3.2,30
15712,0.0,0
15780,0.0,0
15870,0.0,0
15068,1.6,275
15009,1.6,115
15034,7.3,65
15049,1.3,5
15052,0.2,4
15422,0.0,0
15431,0.4,7
15432,0.0,0
15434,0.0,0
15438,0.0,0
15440,0.0,0
15026,0.6,11
15055,3.1,15
15116,3.7,291
15229,5.9,451
15774,0.0,0
15944,0.0,0
15007,26.6,47
15014,3.2,49
15022,1.8,79
15051,4.6,9
15054,0.0,0
15056,3.7,20
15066,1.9,107
15072,0.0,0
15075,0.0,0
15084,3.1,144
15085,0.9,38
15101,1.6,197
15108,3.0,679
15139,2.1,69
15142,8.1,45
15143,2.2,213
15144,3.5,74
15757,0.0,0
15725,0.0,0
15732,0.4,3
15753,0.0,0
15350,2.7,5
15784,0.0,0
15680,0.0,0
15956,0.0,0
15021,0.0,0
15112,19.1,253
15227,8.4,1157
15361,55.2,37
15951,0.0,0
15737,0.0,0
15366,0.0,0
15638,0.0,0
15449,0.0,0
15955,0.0,0
15945,0.0,0
15047,0.0,0
15953,0.0,0
15555,0.0,0
15421,-666666666.0,0
15750,0.0,0
15727,0.0,0
15333,0.9,9
15435,0.0,0
15746,0.0,0
15467,0.0,0
15077,0.0,0
15960,0.0,0
15502,0.0,0
15564,0.0,0
15290,-666666666.0,0
15691,-666666666.0,0
15616,-666666666.0,0
15510,-666666666.0,0
15260,-666666666.0,0
15962,0.0,0
15922,0.0,0
15463,-666666666.0,0
15738,2.9,3
15921,0.0,0
15561,0.0,0
15621,0.0,0
16950,0.7,9
16256,1.3,10
16263,0.0,0
16311,0.0,0
16321,0.0,0
16326,0.0,0
16940,0.0,0
16860,0.0,0
16638,0.0,0
16692,1.1,4
16323,0.9,58
16440,0.0,0
16655,0.0,0
15466,0.0,0
15520,0.0,0
15620,0.0,0
16048,0.0,0
16546,0.8,3
16328,0.0,0
16835,0.0,0
16699,-666666666.0,0
16838,0.0,0
16881,0.0,0
16938,0.6,2
16828,0.0,0
16312,-666666666.0,0
16656,0.0,0
16821,0.0,0
16728,0.0,0
16211,0.0,0
16868,0.0,0
16563,1.2,6
16444,2.2,11
16847,0.0,0
16848,0.0,0
16837,0.0,0
16648,0.2,18
15668,2.5,154
16374,1.4,11
16504,1.7,121
16024,0.0,0
16025,0.0,0
16038,0.0,0
16053,0.6,13
16066,1.3,206
16101,1.6,214
16105,0.3,20
16123,1.0,10
16134,0.0,0
16140,0.0,0
16145,0.2,2
16157,0.0,0
16161,2.4,8
16238,0.0,0
16242,0.1,2
16255,0.3,2
16332,0.0,0
16371,0.4,6
16403,0.0,0
16406,0.5,7
16415,0.0,0
16423,2.2,46
16435,0.6,5
16611,0.2,2
16616,0.0,0
16623,0.0,0
16627,0.9,8
16634,0.0,0
16640,0.0,0
16645,0.0,0
16680,0.0,0
16682,0.0,0
16727,0.0,0
16746,0.0,0
16827,2.6,61
16832,0.0,0
16845,0.0,0
16853,0.0,0
16914,0.0,0
16142,0.0,0
16131,0.0,0
16133,0.0,0
16136,0.0,0
16156,0.1,2
16201,0.6,44
16223,0.0,0
16224,0.0,0
16228,0.0,0
16233,0.0,0
16235,0.0,0
16246,0.0,0
16254,0.4,6
16258,0.0,0
16259,0.0,0
16301,0.3,23
16317,0.2,1
16333,0.0,0
16364,0.0,0
16427,0.0,0
16441,0.0,0
16442,0.0,0
16511,1.3,68
16602,1.7,216
16622,0.0,0
16647,4.0,12
16836,0.0,0
16153,0.3,3
16132,17.0,30
16146,1.4,80
16150,0.0,0
16210,0.0,0
16213,0.0,0
16226,1.3,45
16229,0.2,6
16230,0.0,0
16232,0.0,0
16240,0.0,0
16244,0.0,0
16262,0.0,0
16316,0.8,21
16319,0.0,0
16331,0.0,0
16334,0.0,0
16340,0.6,5
16345,0.0,0
16346,0.0,0
16350,0.0,0
16360,0.0,0
16372,0.0,0
16401,0.2,3
16405,0.0,0
16416,0.0,0
16422,0.0,0
16510,1.5,167
16438,0.5,17
16506,0.6,66
16508,2.0,162
16635,0.3,18
16923,0.0,0
16855,0.0,0
16858,1.1,19
16863,0.0,0
16926,0.0,0
16915,0.0,0
16925,0.0,0
16928,0.0,0
16932,0.0,0
16935,0.5,3
16941,0.0,0
16666,0.0,0
16947,0.4,7
16683,0.0,0
16630,0.2,3
16679,2.9,9
16691,0.0,0
16724,0.0,0
16730,0.0,0
16743,0.0,0
16749,0.0,0
16803,9.8,1271
16035,0.0,0
16040,0.0,0
16061,0.0,0
16110,0.0,0
16114,0.6,2
16840,0.0,0
16849,0.0,0
16852,0.0,0
16876,0.0,0
16879,0.0,0
16921,0.0,0
16922,0.0,0
16933,1.6,54
16937,0.0,0
16939,0.0,0
16943,1.4,2
16946,1.5,16
16825,0.0,0
16829,0.0,0
16843,0.0,0
16111,0.0,0
16253,0.0,0
16113,0.0,0
16217,0.0,0
16744,0.0,0
16802,2.7,55
16329,2.1,6
16362,0.0,0
16373,0.2,3
16404,0.0,0
16417,0.0,0
16502,4.3,296
16507,9.7,371
16509,0.8,107
16619,0.0,0
16641,0.2,2
16665,0.0,0
16667,0.0,0
16668,0.0,0
16674,0.0,0
16678,0.0,0
16733,0.0,0
16734,0.0,0
16820,0.0,0
16833,0.4,8
16834,0.0,0
16851,6.1,31
16875,0.3,7
16882,0.0,0
16901,0.6,25
16911,0.0,0
16929,0.1,1
16002,0.2,14
16023,0.0,0
16041,0.0,0
16049,0.0,0
16055,0.0,0
16056,0.0,0
16115,0.0,0
16120,0.0,0
16130,0.0,0
16148,0.6,51
16214,0.7,30
16222,1.2,10
16260,0.0,0
16314,0.0,0
16341,0.1,1
16353,0.0,0
16407,0.1,6
16410,0.0,0
16420,0.0,0
16421,0.3,4
16433,0.0,0
16434,0.5,5
16613,0.0,0
16620,0.0,0
16650,0.0,0
16677,0.0,0
16694,0.0,0
16726,0.0,0
16001,0.9,160
16022,0.0,0
16027,0.0,0
16052,1.5,16
16054,0.0,0
16671,0.0,0
16651,0.2,3
16662,0.0,0
16664,0.0,0
16673,0.8,22
16689,0.0,0
16693,0.0,0
16695,1.6,8
16701,1.9,153
16740,0.4,2
16057,0.3,22
16059,1.4,52
16046,1.0,84
16051,1.8,24
16063,1.5,44
16020,0.6,3
16036,0.0,0
16844,0.0,0
16859,0.0,0
16865,0.0,0
16343,0.0,0
16354,0.2,9
16327,0.2,2
16342,0.4,3
16361,0.0,0
16365,0.3,28
16412,0.0,0
16424,0.5,10
16428,0.3,20
16503,11.0,581
16617,0.0,0
16621,0.0,0
16624,0.0,0
16625,0.0,0
16631,0.0,0
16639,0.0,0
16646,0.7,8
16657,0.0,0
16669,0.0,0
16720,0.0,0
16729,0.0,0
16735,0.3,7
16738,0.0,0
16745,0.0,0
16748,0.0,0
16841,0.0,0
16313,0.4,3
16322,0.0,0
16335,0.7,80
16245,0.0,0
16344,0.0,0
16347,0.0,0
16351,0.7,4
16352,0.0,0
16370,0.0,0
16411,0.0,0
16426,0.0,0
16436,0.0,0
16443,0.0,0
16501,4.6,21
16505,1.2,95
16633,0.0,0
16637,0.0,0
16652,0.2,15
16659,0.0,0
16661,0.0,0
16670,0.0,0
16672,0.0,0
16685,0.0,0
16686,0.4,26
16731,1.2,14
16732,0.0,0
16822,0.0,0
16823,0.4,59
16826,0.0,0
16830,0.2,11
16839,0.0,0
16854,0.9,4
16870,0.3,12
16872,0.0,0
16912,1.4,12
16920,0.0,0
16930,0.0,0
16936,0.0,0
16948,0.3,2
16725,0.0,0
16874,0.0,0
16942,0.0,0
16801,10.8,2300
16212,0.0,0
16402,0.9,3
16601,1.1,158
16636,0.0,0
16750,0.0,0
16871,0.0,0
16045,6.0,38
16029,0.0,0
16030,0.0,0
16033,0.4,14
16116,0.7,9
16117,0.3,22
16121,0.0,0
16124,0.2,2
16151,0.0,0
16154,0.0,0
16159,0.2,5
16236,0.0,0
16861,0.0,0
16866,0.0,0
16877,0.6,5
16878,0.0,0
16917,0.0,0
16927,0.0,0
16028,0.0,0
16034,0.0,0
16037,0.2,5
16050,0.0,0
16102,0.7,21
16112,0.0,0
16125,0.0,3
16127,0.2,14
16137,0.0,1
16141,0.8,7
16143,0.0,0
16155,0.0,0
16160,0.0,0
16218,4.9,19
16239,0.0,0
16248,0.0,0
16249,0.3,3
16250,24.4,42
17527,1.7,47
17529,0.1,3
17560,0.3,7
17578,0.0,0
17581,0.0,0
17731,2.2,2
17747,0.3,4
17767,0.0,0
17777,0.1,3
17778,0.0,0
17824,0.0,0
17881,0.0,0
17931,1.1,23
17951,0.0,0
17963,0.6,23
17979,0.0,0
17094,0.0,0
17102,2.3,98
17223,0.0,0
17224,0.0,0
17236,0.0,0
17240,0.0,0
17244,0.0,0
17254,0.0,0
17255,0.0,0
17257,0.6,88
17262,0.0,0
17304,0.7,11
17307,0.1,2
17317,0.0,0
17325,0.5,64
17344,0.0,0
17345,0.0,0
17352,0.0,0
17356,0.3,31
17364,0.0,0
17372,0.5,10
17401,7.3,497
17404,0.9,154
17536,0.0,0
17547,1.6,64
17097,0.0,0
17099,0.0,0
17112,0.4,81
17219,0.0,0
17238,0.3,2
17243,0.0,0
17266,1.2,3
17267,0.0,0
17316,0.1,3
17318,0.0,0
17320,0.2,7
17322,0.4,12
17349,0.3,9
17353,0.0,0
17501,0.4,10
17517,0.2,15
17022,1.2,176
17029,0.0,0
17042,0.6,105
17048,0.7,11
17059,0.4,13
17064,4.9,19
17068,1.5,30
17075,0.0,0
17519,0.0,0
17535,0.0,0
17555,0.2,8
17563,0.6,9
17572,0.4,8
17579,0.6,18
17582,0.0,0
17751,0.0,0
17772,0.0,0
17233,0.2,4
17239,3.9,4
17249,0.0,0
17268,0.5,73
17271,0.0,0
17004,0.3,6
17080,0.0,0
17084,0.8,15
17360,0.0,1
17361,0.0,0
17366,0.6,17
17370,0.0,0
17545,0.4,42
17562,0.0,1
17566,0.1,5
17603,3.7,1099
17737,0.2,6
17021,1.1,3
17038,0.0,0
17049,0.0,0
17057,1.7,193
17058,0.0,0
17060,0.4,2
17076,0.0,0
17081,0.0,0
17101,10.2,101
17212,0.0,0
17016,0.0,0
17019,0.4,38
17024,0.0,0
17027,0.9,11
17034,1.9,22
17041,0.0,0
17086,1.2,14
17088,0.0,0
17109,1.8,217
17201,0.4,45
17260,0.0,0
17313,0.7,37
17315,0.2,31
17319,0.0,3
17324,0.9,21
17748,0.0,0
17220,3.2,5
17237,0.0,0
17740,0.4,21
17742,0.0,0
17745,0.0,0
17760,0.0,0
17801,0.3,19
17834,0.0,0
17844,0.0,0
17865,0.0,0
17889,0.0,0
17922,0.7,17
17943,0.0,0
17948,0.2,4
17953,0.5,1
17009,0.0,0
17010,0.0,0
17033,4.9,420
17044,0.1,11
17829,0.0,0
17832,0.0,0
17835,0.0,0
17845,1.9,16
17861,0.0,0
17866,0.1,2
17929,0.6,5
17002,0.0,0
17062,0.4,8
17073,0.5,14
17074,0.8,29
17078,0.6,60
17093,0.0,0
17211,0.0,0
17011,1.2,197
17017,0.0,0
17005,0.0,0
17006,0.0,0
17020,0.1,4
17035,0.0,0
17047,1.1,11
17061,0.3,9
17065,0.2,5
17087,0.0,0
17104,11.2,813
17213,0.0,0
17214,0.0,0
17215,0.0,0
17222,0.0,0
17225,0.0,0
17302,0.0,0
17340,0.1,5
17355,2.1,3
17403,2.5,433
17516,0.0,0
17538,0.0,0
17554,1.2,48
17557,0.1,7
17565,0.0,0
17569,0.0,0
17601,1.1,295
17602,3.1,747
17721,0.0,0
17739,0.0,0
17758,0.0,0
17810,2.1,21
17823,0.4,2
17887,0.0,0
17921,0.3,8
17923,0.0,0
17933,0.0,0
17935,0.0,0
17959,0.0,0
17960,0.0,0
17972,0.4,22
17965,2.2,23
17978,1.9,2
17820,0.2,4
17776,3.2,4
17812,0.0,0
17311,0.0,0
17314,0.8,20
17025,0.4,31
17090,0.0,0
17265,0.9,3
17030,0.4,2
17050,0.6,103
17723,0.0,0
17822,-666666666.0,0
17371,0.0,0
17015,0.1,14
17263,0.0,0
17272,0.0,0
17408,0.7,82
17779,0.0,0
17071,0.0,0
17028,0.0,0
17067,0.0,0
17228,0.0,0
17217,0.0,0
17507,-666666666.0,0
17886,0.0,0
17964,0.0,0
17083,0.0,0
17221,0.0,0
17327,0.2,7
17509,0.8,15
17762,0.0,0
17860,0.3,4
17764,0.1,1
17814,0.0,0
17056,0.0,0
17256,0.0,0
17039,0.0,0
17247,0.0,0
17606,0.0,0
17550,0.0,0
17876,0.0,0
17727,0.0,0
17202,0.1,11
17251,6.5,6
17246,0.0,0
17210,0.0,0
17830,0.2,2
17938,0.7,9
17985,0.0,0
17880,0.0,0
17744,0.0,0
17868,0.0,0
17980,0.0,0
17120,-666666666.0,0
17032,0.6,25
17036,1.0,112
17040,0.5,5
17043,2.7,89
17046,1.6,227
17051,0.0,0
17053,0.4,11
17055,0.7,122
17836,2.4,3
17840,0.0,0
17855,0.0,0
17821,0.6,54
17859,0.0,0
17872,0.0,1
17885,0.0,0
17934,0.0,0
17941,0.0,0
17961,0.1,2
17967,0.1,1
17974,0.0,0
17976,3.8,78
17981,0.4,4
17052,0.0,0
17063,0.0,0
17069,0.0,0
17072,0.0,0
17082,0.1,2
17098,0.0,0
17103,13.7,656
17110,3.7,450
17111,1.4,243
17113,3.2,130
17252,0.0,0
17253,3.6,5
17301,0.0,0
17309,0.0,0
17321,0.0,0
17329,0.0,0
17343,0.0,0
17347,0.4,12
17365,0.0,0
17505,0.0,0
17512,2.3,199
17518,0.0,0
17520,0.0,0
17522,0.5,92
17752,0.2,4
17763,0.0,0
17765,0.0,0
17870,0.2,13
17841,0.2,3
17851,0.0,0
17862,0.0,0
17920,0.0,0
17925,0.0,0
17551,1.9,112
17552,0.8,84
17570,0.0,0
17576,0.0,0
17730,0.0,0
17749,0.0,0
17750,0.0,0
17754,0.4,21
17756,0.1,5
17768,0.0,0
17774,0.0,0
17815,0.6,79
17827,0.0,0
17837,0.0,0
17846,0.2,4
17847,0.0,0
